index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num
5,8,uultum,noun,uultus,uult,obj,3,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'ul', 'tum']",[wʊɫt̪ũː],1,\N,M1
6,8,protrahit,verb,protraho,protrahi,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pro', 'tra', 'hit']",[prɔt̪rahɪt̪],1,\N,M1
7,8,ingratas,verb,ingro,ingrat,acl,8,"{Aspect: [perfective], Case: [accusative], Gender: [feminine], InflClass: [lat_a, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['in', 'gra', 'tas']",[ɪŋgrat̪as],1,\N,M1
8,8,impia,adjective,impius,imp,obj,6,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['im', 'pi', 'a']",[ɪmpɪ̣ja],1,\N,M1
9,8,uita,noun,uita,uit,nsubj,6,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'i', 'ta']",[wɪt̪a],1,\N,M1
10,8,moras,noun,mora,mor,obj,6,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['mo', 'ras']",[mɔras],1,\N,M1
11,8,.,punctuation,.,.,punct,6,\N,\N,['.'],\N,1,\N,M1
0,9,quid,pronoun,quis,quid,obj,4,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [interrogative]}","{F: [pos], N: [pos], V: [neg]}",['quid'],[kʷɪd̪],1,\N,M1
1,9,me,pronoun,ego,m,obj,3,"{Case: [accusative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['me'],[mɛ],1,\N,M1
2,9,felicem,adjective,felix,felic,xcomp,3,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['fe', 'li', 'cem']",[fɛlɪkẽː],1,\N,M1
3,9,totiens,verb,totio,totie,advcl,4,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['to', 'ti', 'ens']",[t̪ɔt̪ɪ̣jeːn̪s],1,\N,M1
4,9,iactastis,verb,iacto,iactast,root,-1,"{Aspect: [perfective], InflClass: [lat_a], Mood: [indicative], Number: [plural], Person: [second], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['iac', 'tas', 'tis']",[jakt̪ast̪ɪs],1,\N,M1
5,9,",",punctuation,",",",",punct,6,\N,\N,"[',']",\N,1,\N,M1
6,9,amici,noun,amicus,amic,vocative,4,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['a', 'mi', 'ci']",[amɪkɪ],1,\N,M1
7,9,?,punctuation,?,?,punct,4,\N,\N,['?'],\N,1,\N,M1
0,10,qui,pronoun,qui,qui,nsubj,1,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['qui'],[kʷɪ],1,\N,M1
1,10,cecidit,verb,cado,cecidi,csubj:relcl,3,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ce', 'ci', 'dit']",[kɛkɪd̪ɪt̪],1,\N,M1
2,10,",",punctuation,",",",",punct,1,\N,\N,"[',']",\N,1,\N,M1
3,10,stabili,adjective,stabilis,stabil,root,-1,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['sta', 'bi', 'li']",[st̪abɪlɪ],1,\N,M1
4,10,non,particle,non,non,advmod:neg,3,{Polarity: [neg]},{F: [pos]},['non'],[n̪ɔn̪],1,\N,M1
5,10,erat,auxiliary,sum,era,cop,3,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}","['e', 'rat']",[ɛrat̪],1,\N,M1
6,10,ille,determiner,ille,ille,det,7,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['il', 'le']",[ɪɫlɛ],1,\N,M1
7,10,gradu,noun,gradus,grad,obl,3,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['gra', 'du']",[grad̪ʊ],1,\N,M1
8,10,.,punctuation,.,.,punct,3,\N,\N,['.'],\N,1,\N,M1
0,11,haec,determiner,hic,haec,nsubj:pass,16,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['haec'],[hajk],1,\N,P1
1,11,dum,subordinating_conjunction,dum,dum,mark,16,\N,{F: [pos]},['dum'],[d̪ũː],1,\N,P1
2,11,me,pronoun,ego,m,obj,12,"{Case: [accusative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['me'],[mɛ],1,\N,P1
3,11,cum,subordinating_conjunction,cum,cum,mark,4,{PronominalType: [relative]},{F: [pos]},['cum'],[kũː],1,\N,P1
4,11,tacitus,verb,tacio,tacit,advcl,16,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ta', 'ci', 'tus']",[t̪akɪt̪ʊs],1,\N,P1
5,11,ipse,determiner,ipse,ipse,det,4,"{Case: [nominative], Form: [pos], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['ip', 'se']",[ɪpsɛ],1,\N,P1
6,11,reputarem,verb,reputo,reputar,xcomp,4,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'pu', 'ta', 'rem']",[rɛpʊt̪arẽː],1,\N,P1
7,11,querimoniamque,adjective,querimoniamqui,querimoni,amod,10,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['que', 'ri', 'mo', 'ni', 'am', 'que']",[kʷɛrɪmɔn̪ɪ̣jamkʷɛ],1,\N,P1
8,11,lacrimabilem,adjective,lacrimabilis,lacrimabil,amod,10,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['la', 'cri', 'ma', 'bi', 'lem']",[lakrɪmabɪɫẽː],1,\N,P1
9,11,stili,noun,stilus,stil,nmod,10,"{Case: [genitive], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sti', 'li']",[st̪ɪlɪ],1,\N,P1
10,11,officio,noun,officium,offici,obl,12,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['of', 'fi', 'ci', 'o']",[ɔffɪkɪ̣jɔ],1,\N,P1
11,11,signarem,adjective,signaris,signar,amod,10,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['sig', 'na', 'rem']",[sɪŋn̪arẽː],1,\N,P1
12,11,astitisse,verb,astio,astitiss,xcomp,6,"{Aspect: [perfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['as', 'ti', 'tis', 'se']",[ast̪ɪt̪ɪssɛ],1,\N,P1
13,11,mihi,pronoun,ego,mih,obl:arg,12,"{Case: [dative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['mi', 'hi']",[mɪhɪ],1,\N,P1
14,11,supra,adposition,supra,supr,case,15,\N,"{F: [pos], N: [neg], V: [neg]}","['su', 'pra']",[sʊpra],1,\N,P1
15,11,uerticem,noun,uertex,uertic,obl,16,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'er', 'ti', 'cem']",[wɛrt̪ɪkẽː],1,\N,P1
16,11,uisa,verb,uideo,uis,root,-1,"{Aspect: [perfective], Case: [nominative], Gender: [feminine], InflClass: [lat_e, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['u', 'i', 'sa']",[wɪsa],1,\N,P1
17,11,est,auxiliary,sum,est,aux:pass,16,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['est'],[ɛst̪],1,\N,P1
18,11,mulier,noun,mulier,mulie,nsubj:pass,16,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mu', 'li', 'er']",[mʊlɪ̣jɛr],1,\N,P1
19,11,reuerendi,verb,reuereor,reuerend,acl,18,"{Aspect: [prospective], Case: [genitive], Gender: [neuter], InflClass: [lat_e, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['reu', 'e', 'ren', 'di']",[rewɛrɛn̪d̪ɪ],1,\N,P1
20,11,admodum,adjective,admodus,admod,amod,21,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ad', 'mo', 'dum']",[ad̪mɔd̪ũː],1,\N,P1
21,11,uultus,noun,uultus,uult,nsubj:pass,16,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'ul', 'tus']",[wʊɫt̪ʊs],1,\N,P1
22,11,",",punctuation,",",",",punct,24,\N,\N,"[',']",\N,1,\N,P1
23,11,oculis,noun,oculus,ocul,nsubj,24,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['o', 'cu', 'lis']",[ɔkʊlɪs],1,\N,P1
24,11,ardentibus,verb,ardeo,ardent,advcl:abs,16,"{Aspect: [imperfective], Case: [ablative], Gender: [masculine], InflClass: [lat_e, nominal], Number: [plural], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ar', 'den', 'ti', 'bus']",[ard̪ɛn̪t̪ɪbʊs],1,\N,P1
25,11,et,coordinating_conjunction,et,et,cc,29,\N,{F: [pos]},['et'],[ɛt̪],1,\N,P1
26,11,ultra,adposition,ultra,ultr,case,29,\N,"{F: [pos], N: [neg], V: [neg]}","['ul', 'tra']",[ʊɫt̪ra],1,\N,P1
27,11,commumem,adjective,commum,commum,amod,29,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['com', 'mu', 'mem']",[kɔmmʊmẽː],1,\N,P1
28,11,hominum,noun,homo,homin,nmod,29,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ho', 'mi', 'num']",[hɔmɪn̪ũː],1,\N,P1
29,11,ualentiam,noun,ualentia,ualenti,obl,24,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'a', 'len', 'ti', 'am']",[walɛn̪t̪ɪ̣jãː],1,\N,P1
30,11,perspicacibus,adjective,perspicacus,perspicac,amod,29,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['per', 'spi', 'ca', 'ci', 'bus']",[pɛrspɪkakɪbʊs],1,\N,P1
31,11,",",punctuation,",",",",punct,32,\N,\N,"[',']",\N,1,\N,P1
32,11,colore,noun,color,color,nsubj,24,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['co', 'lo', 're']",[kɔlɔrɛ],1,\N,P1
33,11,uiuido,adjective,uiuidus,uiuid,amod,32,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['u', 'iu', 'i', 'do']",[wɪ̣jujd̪ɔ],1,\N,P1
34,11,atque,coordinating_conjunction,atque,atque,cc,35,\N,{F: [pos]},"['at', 'que']",[at̪kʷɛ],1,\N,P1
35,11,inexhausti,noun,inexhaustus,inexhaust,conj,32,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['in', 'ex', 'haus', 'ti']",[ɪn̪ɛkshawst̪ɪ],1,\N,P1
36,11,uigoris,noun,uigor,uigor,nmod,35,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'i', 'go', 'ris']",[wɪgɔrɪs],1,\N,P1
37,11,",",punctuation,",",",",punct,41,\N,\N,"[',']",\N,1,\N,P1
38,11,quamuis,subordinating_conjunction,quamuis,quamu,mark,41,{<class 'NoneType'>: [None]},{F: [pos]},"['qua', 'mu', 'is']",[kʷamujs],1,\N,P1
39,11,ita,adverb,ita,ita,advmod,41,\N,"{F: [neg], N: [pos], V: [pos]}","['i', 'ta']",[ɪt̪a],1,\N,P1
40,11,aeui,noun,aeuus,aeu,nmod,41,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['aeu', 'i']",[ewɪ],1,\N,P1
41,11,plena,adjective,plenus,plen,advcl,16,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ple', 'na']",[plɛn̪a],1,\N,P1
42,11,foret,auxiliary,sum,fore,cop,41,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}","['fo', 'ret']",[fɔrɛt̪],1,\N,P1
43,11,ut,subordinating_conjunction,ut,ut,mark,47,{PronominalType: [relative]},{F: [pos]},['ut'],[ʊt̪],1,\N,P1
44,11,nullo,determiner,nullus,null,det,45,"{Case: [ablative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], Polarity: [neg], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['nul', 'lo']",[n̪ʊɫlɔ],1,\N,P1
45,11,modo,noun,modus,modo,obl,47,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mo', 'do']",[mɔd̪ɔ],1,\N,P1
46,11,nostrae,determiner,noster,nostr,det,48,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['nos', 'trae']",[n̪ɔst̪raj],1,\N,P1
47,11,crederetur,verb,credo,credere,csubj,41,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['cre', 'de', 're', 'tur']",[krɛd̪ɛrɛt̪ʊr],1,\N,P1
48,11,aetatis,noun,aetas,aetat,obl:arg,47,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ae', 'ta', 'tis']",[ajt̪at̪ɪs],1,\N,P1
49,11,",",punctuation,",",",",punct,50,\N,\N,"[',']",\N,1,\N,P1
50,11,statura,noun,statura,statur,nsubj:pass,47,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sta', 'tu', 'ra']",[st̪at̪ʊra],1,\N,P1
51,11,discretionis,noun,discretio,discretion,nmod,50,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['dis', 'cre', 'ti', 'o', 'nis']",[d̪ɪskrɛt̪ɪ̣jɔn̪ɪs],1,\N,P1
52,11,ambiguae,adjective,ambiguus,ambigu,amod,50,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['am', 'bi', 'gu', 'ae']",[ambɪgʷaj],1,\N,P1
53,11,.,punctuation,.,.,punct,16,\N,\N,['.'],\N,1,\N,P1
0,12,nam,particle,nam,nam,discourse,8,\N,{F: [pos]},['nam'],[n̪ãː],1,\N,P1
1,12,nunc,adverb,nunc,nunc,advmod:tmod,8,{AdverbialType: [time]},"{F: [neg], N: [pos], V: [pos]}",['nunc'],[n̪ʊŋk],1,\N,P1
2,12,quidem,particle,quidem,quidem,discourse,8,\N,{F: [pos]},"['qui', 'dem']",[kʷɪd̪ẽː],1,\N,P1
3,12,ad,adposition,ad,ad,case,5,\N,"{F: [pos], N: [neg], V: [neg]}",['ad'],[ad̪],1,\N,P1
4,12,communem,adjective,communis,commun,amod,5,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['com', 'mu', 'nem']",[kɔmmʊn̪ẽː],1,\N,P1
5,12,sese,pronoun,sui,ses,obj,8,"{Case: [accusative], InflClass: [lat_anom], Person: [third], PronominalType: [personal], Reflexive: [pos]}","{F: [pos], N: [pos], V: [neg]}","['se', 'se']",[sɛsɛ],1,\N,P1
6,12,hominum,noun,homo,homin,nmod,7,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ho', 'mi', 'num']",[hɔmɪn̪ũː],1,\N,P1
7,12,mensuram,noun,mensura,mensur,obj,8,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['men', 'su', 'ram']",[meːn̪sʊrãː],1,\N,P1
8,12,cohibebat,verb,cohibeo,cohibeba,root,-1,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['co', 'hi', 'be', 'bat']",[kɔhɪbɛbat̪],1,\N,P1
9,12,",",punctuation,",",",",punct,17,\N,\N,"[',']",\N,1,\N,P1
10,12,nunc,adverb,nunc,nunc,advmod:tmod,17,{AdverbialType: [time]},"{F: [neg], N: [pos], V: [pos]}",['nunc'],[n̪ʊŋk],1,\N,P1
11,12,uero,adverb,uero,uero,discourse,17,\N,"{F: [neg], N: [pos], V: [pos]}","['u', 'e', 'ro']",[wɛrɔ],1,\N,P1
12,12,pulsare,verb,pulso,pulsar,xcomp,17,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pul', 'sa', 're']",[pʊɫsarɛ],1,\N,P1
13,12,caelum,noun,caelum,cael,obj,12,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cae', 'lum']",[kajɫũː],1,\N,P1
14,12,summi,adjective,summus,summ,amod,15,"{Case: [genitive], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['sum', 'mi']",[sʊmmɪ],1,\N,P1
15,12,uerticis,noun,uertex,uertic,nmod,16,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'er', 'ti', 'cis']",[wɛrt̪ɪkɪs],1,\N,P1
16,12,cacumine,noun,cacumo,cacumin,obl,17,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ca', 'cu', 'mi', 'ne']",[kakʊmɪn̪ɛ],1,\N,P1
17,12,uidebatur,verb,uideo,uideba,conj,8,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['u', 'i', 'de', 'ba', 'tur']",[wɪd̪ɛbat̪ʊr],1,\N,P1
18,12,;,punctuation,;,;,punct,8,\N,\N,[';'],\N,1,\N,P1
0,13,quae,pronoun,qui,quae,nsubj,4,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quae'],[kʷaj],1,\N,P1
1,13,cum,subordinating_conjunction,cum,cum,mark,4,{PronominalType: [relative]},{F: [pos]},['cum'],[kũː],1,\N,P1
2,13,altius,adjective,altus,alt,amod,3,"{Case: [accusative], Degree: [comparative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['al', 'ti', 'us']",[aɫt̪ɪ̣jʊs],1,\N,P1
3,13,caput,noun,caput,capu,nsubj,4,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ca', 'put']",[kapʊt̪],1,\N,P1
4,13,extulisset,verb,exsulio,extulisse,advcl,11,"{Aspect: [perfective], InflClass: [lat_x], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [pluperfect], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ex', 'tu', 'lis', 'set']",[ɛkst̪ʊlɪssɛt̪],1,\N,P1
5,13,ipsum,determiner,ipse,ips,obj,4,"{Case: [accusative], Form: [pos], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['ip', 'sum']",[ɪpsũː],1,\N,P1
6,13,etiam,adverb,etiam,etiam,advmod:emph,7,{<class 'NoneType'>: [None]},"{F: [neg], N: [pos], V: [pos]}","['e', 'ti', 'am']",[ɛt̪ɪ̣jãː],1,\N,P1
7,13,caelum,noun,caelum,cael,nsubj,8,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cae', 'lum']",[kajɫũː],1,\N,P1
8,13,penetrabat,verb,penetro,penetraba,advcl,11,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pe', 'ne', 'tra', 'bat']",[pɛn̪ɛt̪rabat̪],1,\N,P1
9,13,respicientiumque,verb,respicio,respicienti,acl,10,"{Aspect: [imperfective], Case: [genitive], Gender: [masculine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['res', 'pi', 'ci', 'en', 'ti', 'um', 'que']",[rɛspɪkɪ̣jɛn̪t̪ɪ̣jʊmkʷɛ],1,\N,P1
10,13,hominum,noun,homo,homin,nmod,12,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ho', 'mi', 'num']",[hɔmɪn̪ũː],1,\N,P1
11,13,frustrabatur,verb,frustro,frustraba,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['frus', 'tra', 'ba', 'tur']",[frʊst̪rabat̪ʊr],1,\N,P1
12,13,intuitum,noun,intuitus,intuit,obj,11,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['in', 'tu', 'i', 'tum']",[ɪn̪t̪ujt̪ũː],1,\N,P1
13,13,.,punctuation,.,.,punct,11,\N,\N,['.'],\N,1,\N,P1
0,14,uestes,noun,uestis,uest,nsubj,8,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['u', 'es', 'tes']",[wɛst̪ɛs],1,\N,P1
1,14,erant,auxiliary,sum,era,cop,8,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [plural], Person: [third], Tense: [past], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}","['e', 'rant']",[ɛran̪t̪],1,\N,P1
2,14,tenuissimis,adjective,tenuis,tenuissim,amod,3,"{Case: [ablative], Degree: [absolute_superlative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['te', 'nu', 'is', 'si', 'mis']",[t̪ɛn̪ujssɪmɪs],1,\N,P1
